"Coordinate" "plate.name" "Time" "OD600" "Strain" "Condition" "Bio_Rep"
"B11" "B4" 1860 0.00949999999999999 "BY4741" "AFEX SynH" "2"
"C2" "B4" 1860 0.0908 "BY4741" "AFEX SynH" "2"
"C3" "B4" 1860 0.1755 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 1860 0.2325 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 1860 0.0558 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 1860 0.1371 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 1860 0.0179 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 1860 0.0094 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 1860 0.0698 "art10KO" "AFEX SynH" "2"
"C10" "B4" 1860 0.1828 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 1860 0.1713 "BY4741" "AFEX SynH" "2"
"D2" "B4" 1860 0.0791 "BY4741" "AFEX SynH" "2"
"D3" "B4" 1860 0.1187 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 1860 0.0902 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 1860 0.0957 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 1860 0.1339 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 1860 0.2629 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 1860 0.1593 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 1860 0.1607 "art10KO" "AFEX SynH" "2"
"D10" "B4" 1860 0.1473 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 1860 0.0936 "BY4741" "AFEX SynH" "2"
"E2" "B4" 1860 0.1003 "BY4741" "AFEX SynH" "2"
"E3" "B4" 1860 0.1905 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 1860 0.2122 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 1860 0.1235 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 1860 0.2358 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 1860 0.2175 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 1860 0.1925 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 1860 0.2019 "art10KO" "AFEX SynH" "2"
"E10" "B4" 1860 0.0519 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 1860 0.1193 "BY4741" "AFEX SynH" "2"
"F2" "B4" 1860 0.0978 "BY4741" "AFEX SynH" "2"
"F3" "B4" 1860 0.1181 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 1860 0.1484 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 1860 0.0723 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 1860 0.1198 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 1860 0.1159 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 1860 0.118 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 1860 0.0517 "art10KO" "AFEX SynH" "2"
"F10" "B4" 1860 0.2377 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 1860 0.1121 "BY4741" "AFEX SynH" "2"
"G2" "B4" 1860 0.174 "BY4741" "AFEX SynH" "2"
"G3" "B4" 1860 0.0975 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 1860 0.0445 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 1860 0.0386 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 1860 0.0868 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 1860 0.1057 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 1860 0.0374 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 1860 0.0439 "art10KO" "AFEX SynH" "2"
"G10" "B4" 1860 0.0403 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 1860 0.097 "BY4741" "AFEX SynH" "2"
"B2" "B4" 1920 0.0888 "BY4741" "AFEX SynH" "2"
"B3" "B4" 1920 0.1184 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 1920 0.1227 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 1920 0.0924 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 1920 0.1295 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 1920 0.0603 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 1920 0.1503 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 1920 0.0688 "art10KO" "AFEX SynH" "2"
"B10" "B4" 1920 0.003 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 1920 0.0098 "BY4741" "AFEX SynH" "2"
"C2" "B4" 1920 0.0881 "BY4741" "AFEX SynH" "2"
"C3" "B4" 1920 0.1756 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 1920 0.2347 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 1920 0.0554 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 1920 0.1356 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 1920 0.0165 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 1920 0.0094 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 1920 0.0711 "art10KO" "AFEX SynH" "2"
"C10" "B4" 1920 0.1859 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 1920 0.1728 "BY4741" "AFEX SynH" "2"
"D2" "B4" 1920 0.0786 "BY4741" "AFEX SynH" "2"
"D3" "B4" 1920 0.117 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 1920 0.0932 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 1920 0.0953 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 1920 0.1328 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 1920 0.2622 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 1920 0.1564 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 1920 0.1588 "art10KO" "AFEX SynH" "2"
"D10" "B4" 1920 0.1505 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 1920 0.0964 "BY4741" "AFEX SynH" "2"
"E2" "B4" 1920 0.1004 "BY4741" "AFEX SynH" "2"
"E3" "B4" 1920 0.1914 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 1920 0.2133 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 1920 0.1216 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 1920 0.237 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 1920 0.2185 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 1920 0.1955 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 1920 0.2031 "art10KO" "AFEX SynH" "2"
"E10" "B4" 1920 0.053 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 1920 0.1207 "BY4741" "AFEX SynH" "2"
"F2" "B4" 1920 0.0969 "BY4741" "AFEX SynH" "2"
"F3" "B4" 1920 0.1261 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 1920 0.1546 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 1920 0.0708 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 1920 0.119 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 1920 0.116 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 1920 0.1191 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 1920 0.0526 "art10KO" "AFEX SynH" "2"
"F10" "B4" 1920 0.2408 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 1920 0.1125 "BY4741" "AFEX SynH" "2"
"G2" "B4" 1920 0.1745 "BY4741" "AFEX SynH" "2"
"G3" "B4" 1920 0.0942 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 1920 0.0483 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 1920 0.0391 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 1920 0.0863 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 1920 0.1065 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 1920 0.0374 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 1920 0.0442 "art10KO" "AFEX SynH" "2"
"G10" "B4" 1920 0.0416 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 1920 0.0973 "BY4741" "AFEX SynH" "2"
"B2" "B4" 1980 0.087 "BY4741" "AFEX SynH" "2"
"B3" "B4" 1980 0.1193 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 1980 0.1236 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 1980 0.0885 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 1980 0.1294 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 1980 0.0644 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 1980 0.1521 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 1980 0.0679 "art10KO" "AFEX SynH" "2"
"B10" "B4" 1980 0.0029 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 1980 0.0094 "BY4741" "AFEX SynH" "2"
"C2" "B4" 1980 0.0908 "BY4741" "AFEX SynH" "2"
"C3" "B4" 1980 0.1771 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 1980 0.2347 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 1980 0.0561 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 1980 0.1381 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 1980 0.0175 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 1980 0.0092 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 1980 0.0704 "art10KO" "AFEX SynH" "2"
"C10" "B4" 1980 0.1854 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 1980 0.1727 "BY4741" "AFEX SynH" "2"
"D2" "B4" 1980 0.0792 "BY4741" "AFEX SynH" "2"
"D3" "B4" 1980 0.1193 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 1980 0.0916 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 1980 0.0961 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 1980 0.1345 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 1980 0.2664 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 1980 0.1597 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 1980 0.1615 "art10KO" "AFEX SynH" "2"
"D10" "B4" 1980 0.1493 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 1980 0.0947 "BY4741" "AFEX SynH" "2"
"E2" "B4" 1980 0.1009 "BY4741" "AFEX SynH" "2"
"E3" "B4" 1980 0.1923 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 1980 0.2148 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 1980 0.1248 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 1980 0.2378 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 1980 0.2202 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 1980 0.194 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 1980 0.2036 "art10KO" "AFEX SynH" "2"
"E10" "B4" 1980 0.0524 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 1980 0.12 "BY4741" "AFEX SynH" "2"
"F2" "B4" 1980 0.0982 "BY4741" "AFEX SynH" "2"
"F3" "B4" 1980 0.1209 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 1980 0.1517 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 1980 0.0719 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 1980 0.1201 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 1980 0.1165 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 1980 0.1193 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 1980 0.0524 "art10KO" "AFEX SynH" "2"
"F10" "B4" 1980 0.2409 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 1980 0.1128 "BY4741" "AFEX SynH" "2"
"G2" "B4" 1980 0.1749 "BY4741" "AFEX SynH" "2"
"G3" "B4" 1980 0.0981 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 1980 0.0458 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 1980 0.0385 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 1980 0.0871 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 1980 0.1072 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 1980 0.0375 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 1980 0.0446 "art10KO" "AFEX SynH" "2"
"G10" "B4" 1980 0.0409 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 1980 0.0977 "BY4741" "AFEX SynH" "2"
"B2" "B4" 2040 0.0852 "BY4741" "AFEX SynH" "2"
"B3" "B4" 2040 0.1201 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 2040 0.1258 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 2040 0.0865 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 2040 0.1295 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 2040 0.0658 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 2040 0.1508 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 2040 0.0669 "art10KO" "AFEX SynH" "2"
"B10" "B4" 2040 0.0028 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 2040 0.009 "BY4741" "AFEX SynH" "2"
"C2" "B4" 2040 0.0922 "BY4741" "AFEX SynH" "2"
"C3" "B4" 2040 0.1789 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 2040 0.2363 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 2040 0.0573 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 2040 0.1396 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 2040 0.0179 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 2040 0.0089 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 2040 0.0703 "art10KO" "AFEX SynH" "2"
"C10" "B4" 2040 0.1857 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 2040 0.1731 "BY4741" "AFEX SynH" "2"
"D2" "B4" 2040 0.0798 "BY4741" "AFEX SynH" "2"
"D3" "B4" 2040 0.1215 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 2040 0.0901 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 2040 0.0958 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 2040 0.1331 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 2040 0.2681 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 2040 0.1568 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 2040 0.1595 "art10KO" "AFEX SynH" "2"
"D10" "B4" 2040 0.1517 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 2040 0.0958 "BY4741" "AFEX SynH" "2"
"E2" "B4" 2040 0.101 "BY4741" "AFEX SynH" "2"
"E3" "B4" 2040 0.1929 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 2040 0.2155 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 2040 0.1264 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 2040 0.239 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 2040 0.222 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 2040 0.1955 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 2040 0.2047 "art10KO" "AFEX SynH" "2"
"E10" "B4" 2040 0.052 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 2040 0.1206 "BY4741" "AFEX SynH" "2"
"F2" "B4" 2040 0.0993 "BY4741" "AFEX SynH" "2"
"F3" "B4" 2040 0.1163 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 2040 0.1477 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 2040 0.0744 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 2040 0.1221 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 2040 0.1186 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 2040 0.118 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 2040 0.0514 "art10KO" "AFEX SynH" "2"
"F10" "B4" 2040 0.2426 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 2040 0.113 "BY4741" "AFEX SynH" "2"
"G2" "B4" 2040 0.1758 "BY4741" "AFEX SynH" "2"
"G3" "B4" 2040 0.1032 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 2040 0.0427 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 2040 0.039 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 2040 0.0887 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 2040 0.109 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 2040 0.0363 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 2040 0.044 "art10KO" "AFEX SynH" "2"
"G10" "B4" 2040 0.041 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 2040 0.0983 "BY4741" "AFEX SynH" "2"
"B2" "B4" 2100 0.0924 "BY4741" "AFEX SynH" "2"
"B3" "B4" 2100 0.1198 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 2100 0.122 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 2100 0.0956 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 2100 0.1307 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 2100 0.0614 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 2100 0.1547 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 2100 0.0725 "art10KO" "AFEX SynH" "2"
"B10" "B4" 2100 0.0035 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 2100 0.0104 "BY4741" "AFEX SynH" "2"
"C2" "B4" 2100 0.0869 "BY4741" "AFEX SynH" "2"
"C3" "B4" 2100 0.1782 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 2100 0.2382 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 2100 0.0548 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 2100 0.1343 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 2100 0.0158 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 2100 0.01 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 2100 0.0737 "art10KO" "AFEX SynH" "2"
"C10" "B4" 2100 0.1867 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 2100 0.174 "BY4741" "AFEX SynH" "2"
"D2" "B4" 2100 0.0796 "BY4741" "AFEX SynH" "2"
"D3" "B4" 2100 0.1162 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 2100 0.0977 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 2100 0.0967 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 2100 0.1355 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 2100 0.265 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 2100 0.1603 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 2100 0.1619 "art10KO" "AFEX SynH" "2"
"D10" "B4" 2100 0.1519 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 2100 0.0975 "BY4741" "AFEX SynH" "2"
"E2" "B4" 2100 0.1024 "BY4741" "AFEX SynH" "2"
"E3" "B4" 2100 0.1959 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 2100 0.218 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 2100 0.1228 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 2100 0.2404 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 2100 0.2219 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 2100 0.1965 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 2100 0.2051 "art10KO" "AFEX SynH" "2"
"E10" "B4" 2100 0.0552 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 2100 0.1216 "BY4741" "AFEX SynH" "2"
"F2" "B4" 2100 0.0978 "BY4741" "AFEX SynH" "2"
"F3" "B4" 2100 0.1356 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 2100 0.1641 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 2100 0.0676 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 2100 0.1177 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 2100 0.1151 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 2100 0.1224 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 2100 0.055 "art10KO" "AFEX SynH" "2"
"F10" "B4" 2100 0.2424 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 2100 0.1141 "BY4741" "AFEX SynH" "2"
"G2" "B4" 2100 0.1763 "BY4741" "AFEX SynH" "2"
"G3" "B4" 2100 0.0888 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 2100 0.0555 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 2100 0.0388 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 2100 0.0842 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 2100 0.1063 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 2100 0.0394 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 2100 0.0474 "art10KO" "AFEX SynH" "2"
"G10" "B4" 2100 0.0427 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 2100 0.098 "BY4741" "AFEX SynH" "2"
"B2" "B4" 2160 0.0883 "BY4741" "AFEX SynH" "2"
"B3" "B4" 2160 0.1205 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 2160 0.125 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 2160 0.0905 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 2160 0.1303 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 2160 0.0634 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 2160 0.1527 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 2160 0.069 "art10KO" "AFEX SynH" "2"
"B10" "B4" 2160 0.003 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 2160 0.0093 "BY4741" "AFEX SynH" "2"
"C2" "B4" 2160 0.0901 "BY4741" "AFEX SynH" "2"
"C3" "B4" 2160 0.1792 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 2160 0.2389 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 2160 0.0566 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 2160 0.1383 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 2160 0.0167 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 2160 0.009 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 2160 0.0715 "art10KO" "AFEX SynH" "2"
"C10" "B4" 2160 0.189 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 2160 0.1743 "BY4741" "AFEX SynH" "2"
"D2" "B4" 2160 0.08 "BY4741" "AFEX SynH" "2"
"D3" "B4" 2160 0.1203 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 2160 0.0939 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 2160 0.0967 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 2160 0.1355 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 2160 0.2695 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 2160 0.1606 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 2160 0.1625 "art10KO" "AFEX SynH" "2"
"D10" "B4" 2160 0.1521 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 2160 0.096 "BY4741" "AFEX SynH" "2"
"E2" "B4" 2160 0.1015 "BY4741" "AFEX SynH" "2"
"E3" "B4" 2160 0.1956 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 2160 0.2182 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 2160 0.1262 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 2160 0.2406 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 2160 0.2232 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 2160 0.1972 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 2160 0.2063 "art10KO" "AFEX SynH" "2"
"E10" "B4" 2160 0.0532 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 2160 0.1215 "BY4741" "AFEX SynH" "2"
"F2" "B4" 2160 0.0989 "BY4741" "AFEX SynH" "2"
"F3" "B4" 2160 0.1249 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 2160 0.1553 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 2160 0.0715 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 2160 0.1208 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 2160 0.1174 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 2160 0.1204 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 2160 0.0533 "art10KO" "AFEX SynH" "2"
"F10" "B4" 2160 0.2444 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 2160 0.1138 "BY4741" "AFEX SynH" "2"
"G2" "B4" 2160 0.1769 "BY4741" "AFEX SynH" "2"
"G3" "B4" 2160 0.0976 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 2160 0.0479 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 2160 0.0386 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 2160 0.0871 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 2160 0.1083 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 2160 0.0374 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 2160 0.0454 "art10KO" "AFEX SynH" "2"
"G10" "B4" 2160 0.0416 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 2160 0.0988 "BY4741" "AFEX SynH" "2"
"B2" "B4" 2220 0.09 "BY4741" "AFEX SynH" "2"
"B3" "B4" 2220 0.1209 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 2220 0.1254 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 2220 0.0932 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 2220 0.1314 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 2220 0.0616 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 2220 0.1527 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 2220 0.0696 "art10KO" "AFEX SynH" "2"
"B10" "B4" 2220 0.0033 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 2220 0.0096 "BY4741" "AFEX SynH" "2"
"C2" "B4" 2220 0.0889 "BY4741" "AFEX SynH" "2"
"C3" "B4" 2220 0.1796 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 2220 0.2404 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 2220 0.0563 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 2220 0.1377 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 2220 0.0162 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 2220 0.009 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 2220 0.0725 "art10KO" "AFEX SynH" "2"
"C10" "B4" 2220 0.1914 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 2220 0.1753 "BY4741" "AFEX SynH" "2"
"D2" "B4" 2220 0.0801 "BY4741" "AFEX SynH" "2"
"D3" "B4" 2220 0.1193 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 2220 0.096 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 2220 0.0967 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 2220 0.1354 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 2220 0.269 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 2220 0.1601 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 2220 0.1624 "art10KO" "AFEX SynH" "2"
